test_id,left_channel,right_channel,body_source,engine_channel,engine_status,engine_duration_ms,whel_channel,energy_ratio,calc_crush_mm,calc_peak_g,status
7577,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.001,649.7,37.09,Valid
7579,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,751.0,40.25,Valid
7582,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,684.4,33.27,Valid
7585,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.002,604.5,54.58,Valid
7587,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (57.0ms),57.0,10WHELLE0000AC1P,1.038,831.1,43.32,Valid
7588,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,10WHELLE0000AC1P,0.88,2469.8,24.56,Outlier
7592,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Short (51.0ms),51.0,10WHELLE0000AC1P,1.002,652.2,44.53,Valid
7605,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.002,578.2,51.9,Valid
7606,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.069,805.8,40.37,Valid
7609,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.002,669.9,48.68,Valid
7612,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.005,608.3,45.93,Valid
7614,10DOORLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.002,664.4,39.91,Valid
7615,10SEATLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,10WHELLE0000AC1P,1.004,743.7,40.62,Valid
7617,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,626.7,41.44,Valid
7618,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.002,693.8,46.41,Valid
7619,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (35.0ms),35.0,10WHELLE0000AC1P,1.001,656.2,88.01,Valid
7620,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.005,527.4,46.43,Valid
7622,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,10WHELLE0000AC1P,1.008,827.7,53.52,Valid
7623,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.002,760.5,31.98,Valid
7624,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.001,683.1,28.86,Valid
7625,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.001,687.4,31.14,Valid
7626,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,636.8,52.19,Valid
7627,10DOORLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.003,688.3,32.18,Valid
7628,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,10WHELLE0000AC1P,1.004,705.5,36.7,Valid
7641,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Short (66.0ms),66.0,10WHELLE0000AC1P,1.026,612.2,50.78,Valid
7717,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.007,518.1,52.57,Valid
7720,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,645.4,42.22,Valid
7729,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.005,455.1,67.46,Valid
7732,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (70.0ms),70.0,10WHELLE0000AC1P,1.003,700.7,43.09,Valid
7734,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.005,606.8,43.5,Valid
7740,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,732.8,32.9,Valid
7744,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.003,532.5,56.17,Valid
7747,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.003,836.5,26.36,Valid
7751,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Short (59.0ms),59.0,10WHELLE0000AC1P,1.003,596.6,51.13,Valid
7755,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.001,602.8,48.99,Valid
7792,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,449.2,27.61,Valid
7793,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,491.6,29.95,Valid
7805,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,591.1,31.89,Valid
7806,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.005,528.1,30.46,Valid
7856,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,739.7,36.17,Valid
7857,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.003,590.0,47.89,Valid
7863,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.005,583.3,43.43,Valid
7869,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (68.0ms),68.0,10WHELLE0000AC1P,1.003,733.1,40.58,Valid
7871,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.002,703.4,48.76,Valid
7872,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.001,684.4,39.99,Valid
7873,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.005,637.6,46.47,Valid
7876,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,0.995,639.8,44.98,Valid
7879,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.004,511.2,21.18,Valid
7880,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,498.9,25.69,Valid
7894,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.007,445.5,28.29,Valid
7895,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,413.4,28.41,Valid
7896,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.005,475.1,26.65,Valid
7897,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,402.1,35.6,Valid
7898,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.001,513.9,24.33,Valid
7905,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,957.2,15.05,Valid
7916,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.004,438.9,23.81,Valid
7917,10ENGN000000AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,923.9,28.97,Valid
7931,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,674.9,37.88,Valid
7937,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,418.0,31.78,Valid
7938,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,462.1,34.48,Valid
7941,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.002,647.5,37.87,Valid
7947,10DOORRIRERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.003,744.7,32.2,Valid
7965,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,10WHELLE0000AC1P,1.004,677.6,49.81,Valid
7966,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,721.1,34.46,Valid
7969,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.004,645.2,69.45,Valid
7971,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,355.2,31.64,Valid
7972,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,425.9,28.24,Valid
7973,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,449.3,25.88,Valid
7975,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Short (58.0ms),58.0,10WHELLE0000AC1P,1.002,733.1,39.96,Valid
7977,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.003,619.3,41.1,Valid
7978,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,0.993,574.4,59.4,Valid
7983,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,330.0,,1.006,558.7,40.99,Valid
7989,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.003,666.9,32.94,Valid
7991,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,346.6,34.37,Valid
7992,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.004,480.1,20.22,Valid
7995,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,320.1,,1.004,660.3,30.04,Valid
8000,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.015,669.9,39.14,Valid
8001,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.003,719.7,39.43,Valid
8024,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.002,663.1,40.13,Valid
8026,10SEATLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.1,,1.002,1059.2,36.6,Outlier
8027,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,,1.072,1149.6,38.86,Outlier
8030,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.1,,1.003,627.8,39.89,Valid
8035,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.003,731.8,34.37,Valid
8036,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,320.1,,1.002,961.2,40.33,Valid
8038,10FORARIRERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,,1.003,695.2,53.16,Valid
8043,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Short (32.0ms),32.0,,1.003,666.2,29.08,Valid
8045,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.003,618.4,41.08,Valid
8048,10FORARIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (60.0ms),60.0,,1.026,793.1,39.12,Valid
8049,10SEATRIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.002,1042.8,36.58,Outlier
8055,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.004,666.2,47.88,Valid
8057,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (99.0ms),99.0,,1.002,596.5,58.8,Valid
8064,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.004,564.5,47.37,Valid
8066,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.013,652.9,39.01,Valid
8068,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.002,676.8,47.75,Valid
8071,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (75.0ms),75.0,,1.001,960.3,38.1,Valid
8077,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.003,674.6,35.3,Valid
8080,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.002,646.3,65.25,Valid
8081,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.002,838.0,28.85,Valid
8091,10FORARIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,,1.006,649.3,44.01,Valid
8100,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.009,715.5,49.15,Valid
8104,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.002,761.0,35.96,Valid
8106,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.003,613.4,42.48,Valid
8125,10SEATLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.002,714.6,28.65,Valid
8147,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,434.5,31.49,Valid
8151,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,,1.002,684.7,39.56,Valid
8153,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.003,604.5,44.67,Valid
8155,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Short (37.0ms),37.0,,1.002,572.8,59.16,Valid
8156,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.004,687.8,36.77,Valid
8158,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,330.1,,1.002,723.0,54.14,Valid
8159,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.004,310.3,36.52,Valid
8191,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.001,598.7,67.36,Valid
8193,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,330.0,,1.004,636.5,39.12,Valid
8195,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,470.1,27.74,Valid
8196,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.007,379.9,37.01,Valid
8204,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.004,705.3,38.05,Valid
8209,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.002,688.4,36.88,Valid
8212,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.002,580.0,35.84,Valid
8213,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.003,789.2,34.12,Valid
8217,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (66.0ms),66.0,,1.002,704.9,36.06,Valid
8251,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.005,493.1,42.58,Valid
8290,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.1,,1.002,1009.0,36.26,Outlier
8293,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.004,741.8,38.77,Valid
8294,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.003,626.4,46.47,Valid
8297,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.003,681.3,37.51,Valid
8308,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.002,652.5,35.05,Valid
8314,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.002,509.6,57.75,Valid
8316,10FORARIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,,1.003,701.2,34.27,Valid
8321,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,,1.002,633.5,60.17,Valid
8322,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.002,692.6,41.14,Valid
8325,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Short (39.0ms),39.0,10WHELLE0000AC1P,1.003,451.0,20.52,Valid
8356,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,,1.001,597.2,66.55,Valid
8358,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (70.0ms),70.0,,1.002,739.4,36.8,Valid
8379,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,462.0,29.81,Valid
8380,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.005,486.3,25.62,Valid
8385,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,,1.006,676.4,33.95,Valid
8388,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.004,458.3,35.28,Valid
8405,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.032,735.1,46.36,Valid
8407,10FORARIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.004,1221.6,45.42,Outlier
8412,10FORARIRERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (98.0ms),98.0,,1.006,722.3,35.29,Valid
8413,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,330.1,,1.005,686.8,60.29,Valid
8446,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.002,629.1,51.17,Valid
8455,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.029,1154.9,62.23,Outlier
8456,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.013,702.3,37.79,Valid
8457,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.01,722.8,40.57,Valid
8459,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.002,594.5,41.92,Valid
