test_id,left_channel,right_channel,body_source,engine_channel,engine_status,engine_duration_ms,whel_channel,energy_ratio,calc_crush_mm,calc_peak_g,status
8464,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Short (78.0ms),78.0,,1.015,548.7,44.01,Valid
8470,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.018,667.0,42.88,Valid
8480,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.004,795.6,32.53,Valid
8487,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.011,972.0,36.05,Valid
8495,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.007,677.4,42.38,Valid
8515,10DOORLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.003,609.1,39.98,Valid
8520,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.015,666.6,33.88,Valid
8521,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,360.1,,1.005,619.4,51.56,Valid
8526,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.012,651.4,45.99,Valid
8531,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.015,648.0,50.88,Valid
8537,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.007,681.3,40.62,Valid
8538,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.002,613.0,57.7,Valid
8539,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.005,690.5,32.73,Valid
8540,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.006,583.3,45.8,Valid
8543,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.009,635.1,47.85,Valid
8545,10SEATLERERDAC1P,,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.01,849.5,38.16,Valid
8562,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.01,685.3,31.89,Valid
8587,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,502.1,30.66,Valid
8588,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.006,661.5,49.05,Valid
8589,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.002,623.7,50.05,Valid
8603,10SEATLERE00AC1P,10SEATRIRE00AC1P,SEAT_Rear,10ENGN000000AC1P,Valid,330.1,10WHELLE0000AC1P,1.002,500.7,25.41,Valid
8604,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.008,672.7,30.18,Valid
8605,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.1,,1.009,755.3,33.94,Valid
8612,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,460.3,29.43,Valid
8613,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,473.4,24.43,Valid
8651,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,638.0,43.96,Valid
8660,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.012,976.2,41.96,Valid
8748,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.007,766.7,32.5,Valid
8761,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Short (45.0ms),45.0,10WHELLE0000AC1P,1.003,307.9,35.68,Valid
8778,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Short (45.0ms),45.0,10WHELLE0000AC1P,1.002,444.0,27.69,Valid
8781,10ENGN000000AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.006,425.1,93.87,Valid
8877,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.014,664.0,47.58,Valid
8878,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.003,705.9,34.58,Valid
8890,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.001,456.9,29.64,Valid
8891,,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,458.5,30.42,Valid
8898,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.016,669.4,21.67,Valid
8899,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,505.4,31.31,Valid
8900,10SENS000000AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,635.5,50.19,Valid
8901,10SENS000100AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.004,943.2,48.12,Valid
8909,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.007,592.8,53.66,Valid
8949,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.004,710.0,39.37,Valid
8982,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.011,671.7,41.46,Valid
8984,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,418.1,30.48,Valid
8987,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.01,671.6,42.34,Valid
8988,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.002,677.8,32.31,Valid
8993,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.009,517.6,45.27,Valid
9005,10FORARIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,0.935,564.5,51.59,Valid
9009,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.006,640.9,44.29,Valid
9010,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.003,634.0,47.83,Valid
9011,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.02,836.0,38.41,Valid
9012,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.01,717.3,36.54,Valid
9029,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.013,637.4,44.75,Valid
9030,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.004,536.5,53.62,Valid
9033,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.007,682.8,34.84,Valid
9035,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.012,664.0,42.25,Valid
9047,10DOORRIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.002,1187.3,53.91,Valid
9048,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.005,657.8,36.22,Valid
9051,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.003,721.7,30.05,Valid
9059,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.004,675.1,44.23,Valid
9065,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,360.1,,1.004,780.1,44.11,Valid
9068,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.013,747.0,41.74,Valid
9069,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,360.1,,1.004,701.7,36.7,Valid
9070,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.004,1238.6,59.75,Outlier
9077,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.004,599.5,70.81,Valid
9078,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.012,566.0,54.05,Valid
9079,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.017,694.5,39.65,Valid
9080,10SEATLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.004,619.1,37.5,Valid
9086,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.003,720.7,37.35,Valid
9097,10FORARIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.01,812.5,32.74,Valid
9107,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Short (45.0ms),45.0,10WHELLE0000AC1P,1.007,657.1,22.93,Valid
9108,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.004,282.3,37.36,Valid
9109,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Short (90.0ms),90.0,10WHELLE0000AC1P,1.002,574.0,28.24,Valid
9111,10FORARIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.0,1496.9,34.43,Outlier
9114,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.002,700.0,30.6,Valid
9136,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.007,710.3,36.11,Valid
9156,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (100.0ms),100.0,,1.007,723.8,39.93,Valid
9157,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.011,615.5,49.07,Valid
9160,10FORARIRERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.008,605.9,37.61,Valid
9166,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.009,717.9,39.44,Valid
9248,10DOORLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.002,604.5,48.28,Valid
9250,10DOORLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.005,708.1,35.04,Valid
9252,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.003,708.1,38.67,Valid
9295,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (0.0ms),0.0,,1.003,657.9,46.67,Valid
9296,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.029,659.3,45.83,Valid
9326,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.013,707.6,34.21,Valid
9332,10SEATLERE00AC1P,10SEATRIRE00AC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.003,687.1,34.48,Valid
9333,10SEATLEFR00ACXP,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.009,765.7,32.99,Valid
9334,10SEATLERE00AC1P,10SEATRIRE00AC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.008,661.0,51.05,Valid
9335,10SEATRIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.006,593.0,33.4,Valid
9336,10DOORLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.015,731.2,34.31,Valid
9337,10VEHCCG0000AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.017,701.2,37.16,Valid
9344,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,423.1,28.32,Valid
9345,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,430.7,31.34,Valid
9346,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.001,454.9,32.6,Valid
9350,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.009,624.3,38.29,Valid
9484,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,360.1,,1.005,752.1,29.93,Valid
9487,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.004,703.5,43.0,Valid
9492,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.008,668.6,41.05,Valid
9493,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,360.1,,1.034,794.5,43.81,Valid
9494,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.005,608.5,38.76,Valid
9503,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (100.0ms),100.0,,1.022,757.6,39.0,Valid
9511,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.001,690.8,45.8,Valid
9512,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.006,523.9,42.12,Valid
9534,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.007,442.4,29.3,Valid
9535,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,457.8,28.57,Valid
9536,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.005,427.9,22.13,Valid
9537,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Short (39.0ms),39.0,10WHELLE0000AC1P,1.001,342.9,42.5,Valid
9538,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.002,388.7,61.09,Valid
9552,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.008,614.7,57.25,Valid
9553,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,360.1,,1.009,594.2,51.21,Valid
9557,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.003,1111.7,71.65,Outlier
9561,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,360.1,,1.006,645.2,37.81,Valid
9563,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.003,653.0,41.88,Valid
9566,10SEATLEFR00ACXP,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.022,1061.2,37.88,Outlier
9567,10SEATLERE00AC1P,10SEATRIRE00AC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.005,693.9,34.67,Valid
9568,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.004,765.9,28.48,Valid
9569,10VEHCCG0000AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.012,669.3,45.63,Valid
9570,10SEATLERE00AC1P,10SEATRIRE00AC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.005,730.7,34.78,Valid
9591,10SEATRIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,360.1,,1.007,689.1,41.58,Valid
9592,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.006,623.4,46.82,Valid
9593,10FORALERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.008,664.4,35.03,Valid
9649,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (80.0ms),80.0,,1.002,637.3,46.25,Valid
9664,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.028,449.9,25.31,Valid
9671,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.001,473.7,22.83,Valid
9678,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,402.2,27.72,Valid
9686,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,150.0,10WHELLE0000AC1P,1.005,314.2,29.63,Valid
9692,10FORALERE00AC1P,10FORARIRE00AC1P,FORA_Rear,10ENGN000000AC1P,Valid,320.0,10WHELLE0000AC1P,1.003,477.8,31.23,Valid
9696,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.008,640.2,38.99,Valid
9745,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.016,599.7,48.59,Valid
9757,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.002,651.2,43.01,Valid
9761,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.008,672.2,56.35,Valid
9762,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.004,630.5,40.71,Valid
9763,10FORARIRE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.012,637.8,37.0,Valid
9764,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,360.1,,1.003,609.0,39.09,Valid
9793,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.004,635.2,43.86,Valid
9801,10FORALERERDAC1P,10FORARIRERDAC1P,FORA_Rear,10ENGN000000AC1P,Valid,350.0,,1.007,694.6,46.35,Valid
9808,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.007,655.8,35.1,Valid
9939,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.007,617.7,43.52,Valid
9946,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,360.1,,1.004,671.4,38.23,Valid
9961,10FORARIRERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.01,612.9,37.01,Valid
9964,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.006,709.0,37.43,Valid
9965,10SEATLERE00AC1P,10SEATRIRE00AC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.006,689.5,62.92,Valid
9966,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.009,715.4,35.63,Valid
9969,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,360.1,,1.007,689.9,33.87,Valid
9970,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Short (88.0ms),88.0,,1.009,615.1,41.05,Valid
9982,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.005,688.2,37.24,Valid
9984,10SEATLERERDAC1P,10SEATRIRERDAC1P,SEAT_Rear,10ENGN000000AC1P,Valid,360.1,,1.003,734.7,47.04,Valid
9987,10SEATLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,360.1,,1.015,574.8,38.4,Valid
9989,10SEATLERE00AC1P,10SEATRIRE00AC1P,SEAT_Rear,10ENGN000000AC1P,Valid,350.0,,1.009,909.2,36.02,Valid
9991,10SEATLERERDAC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,360.1,,1.002,661.0,39.87,Valid
9992,10FORALERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,350.0,,1.009,653.9,38.28,Valid
9997,10DOORLERERDAC1P,10DOORRIRERDAC1P,DOOR_Rear,10ENGN000000AC1P,Valid,330.0,,1.002,662.4,40.57,Valid
9999,10DOORLERE00AC1P,,Comprehensive_Optimization_10only,10ENGN000000AC1P,Valid,330.0,,1.004,707.5,29.31,Valid
